DATE,TIME,当日実績(万kW),
2019/7/17,0:00,257,
2019/7/17,1:00,258,
2019/7/17,2:00,269,
2019/7/17,3:00,286,
2019/7/17,4:00,282,
2019/7/17,5:00,275,
2019/7/17,6:00,280,
2019/7/17,7:00,295,
2019/7/17,8:00,324,
2019/7/17,9:00,348,
2019/7/17,10:00,360,
2019/7/17,11:00,363,
2019/7/17,12:00,343,
2019/7/17,13:00,364,
2019/7/17,14:00,361,
2019/7/17,15:00,363,
2019/7/17,16:00,366,
2019/7/17,17:00,357,
2019/7/17,18:00,347,
2019/7/17,19:00,353,
2019/7/17,20:00,335,
2019/7/17,21:00,313,
2019/7/17,22:00,292,
2019/7/17,23:00,282,
