DATE,TIME,当日実績(万kW),
2019/7/23,0:00,261,
2019/7/23,1:00,258,
2019/7/23,2:00,270,
2019/7/23,3:00,284,
2019/7/23,4:00,285,
2019/7/23,5:00,276,
2019/7/23,6:00,281,
2019/7/23,7:00,293,
2019/7/23,8:00,322,
2019/7/23,9:00,342,
2019/7/23,10:00,350,
2019/7/23,11:00,353,
2019/7/23,12:00,335,
2019/7/23,13:00,350,
2019/7/23,14:00,358,
2019/7/23,15:00,357,
2019/7/23,16:00,361,
2019/7/23,17:00,353,
2019/7/23,18:00,351,
2019/7/23,19:00,354,
2019/7/23,20:00,335,
2019/7/23,21:00,311,
2019/7/23,22:00,289,
2019/7/23,23:00,270,
