DATE,TIME,当日実績(万kW),
2019/6/16,0:00,257,
2019/6/16,1:00,257,
2019/6/16,2:00,268,
2019/6/16,3:00,278,
2019/6/16,4:00,274,
2019/6/16,5:00,262,
2019/6/16,6:00,252,
2019/6/16,7:00,255,
2019/6/16,8:00,263,
2019/6/16,9:00,278,
2019/6/16,10:00,269,
2019/6/16,11:00,260,
2019/6/16,12:00,266,
2019/6/16,13:00,282,
2019/6/16,14:00,283,
2019/6/16,15:00,282,
2019/6/16,16:00,285,
2019/6/16,17:00,288,
2019/6/16,18:00,297,
2019/6/16,19:00,304,
2019/6/16,20:00,295,
2019/6/16,21:00,281,
2019/6/16,22:00,262,
2019/6/16,23:00,255,
