DATE,TIME,当日実績(万kW)
2020/10/28,0:00,277
2020/10/28,1:00,279
2020/10/28,2:00,294
2020/10/28,3:00,309
2020/10/28,4:00,319
2020/10/28,5:00,319
2020/10/28,6:00,320
2020/10/28,7:00,318
2020/10/28,8:00,327
2020/10/28,9:00,344
2020/10/28,10:00,343
2020/10/28,11:00,345
2020/10/28,12:00,319
2020/10/28,13:00,337
2020/10/28,14:00,340
2020/10/28,15:00,346
2020/10/28,16:00,367
2020/10/28,17:00,377
2020/10/28,18:00,367
2020/10/28,19:00,353
2020/10/28,20:00,333
2020/10/28,21:00,312
2020/10/28,22:00,296
2020/10/28,23:00,288
