DATE,TIME,当日実績(万kW),
2019/5/28,0:00,257,
2019/5/28,1:00,260,
2019/5/28,2:00,275,
2019/5/28,3:00,284,
2019/5/28,4:00,280,
2019/5/28,5:00,273,
2019/5/28,6:00,271,
2019/5/28,7:00,288,
2019/5/28,8:00,323,
2019/5/28,9:00,338,
2019/5/28,10:00,339,
2019/5/28,11:00,345,
2019/5/28,12:00,320,
2019/5/28,13:00,345,
2019/5/28,14:00,348,
2019/5/28,15:00,345,
2019/5/28,16:00,345,
2019/5/28,17:00,335,
2019/5/28,18:00,332,
2019/5/28,19:00,337,
2019/5/28,20:00,322,
2019/5/28,21:00,299,
2019/5/28,22:00,277,
2019/5/28,23:00,271,
