DATE,TIME,当日実績(万kW),
2019/9/18,0:00,263,
2019/9/18,1:00,262,
2019/9/18,2:00,272,
2019/9/18,3:00,284,
2019/9/18,4:00,292,
2019/9/18,5:00,282,
2019/9/18,6:00,283,
2019/9/18,7:00,295,
2019/9/18,8:00,324,
2019/9/18,9:00,343,
2019/9/18,10:00,340,
2019/9/18,11:00,345,
2019/9/18,12:00,328,
2019/9/18,13:00,342,
2019/9/18,14:00,339,
2019/9/18,15:00,335,
2019/9/18,16:00,346,
2019/9/18,17:00,359,
2019/9/18,18:00,364,
2019/9/18,19:00,349,
2019/9/18,20:00,324,
2019/9/18,21:00,305,
2019/9/18,22:00,289,
2019/9/18,23:00,274,
