DATE,TIME,当日実績(万kW),
2019/8/15,0:00,254,
2019/8/15,1:00,249,
2019/8/15,2:00,258,
2019/8/15,3:00,272,
2019/8/15,4:00,272,
2019/8/15,5:00,263,
2019/8/15,6:00,264,
2019/8/15,7:00,273,
2019/8/15,8:00,293,
2019/8/15,9:00,312,
2019/8/15,10:00,317,
2019/8/15,11:00,321,
2019/8/15,12:00,312,
2019/8/15,13:00,312,
2019/8/15,14:00,317,
2019/8/15,15:00,316,
2019/8/15,16:00,321,
2019/8/15,17:00,323,
2019/8/15,18:00,333,
2019/8/15,19:00,339,
2019/8/15,20:00,323,
2019/8/15,21:00,305,
2019/8/15,22:00,282,
2019/8/15,23:00,275,
