DATE,TIME,当日実績(万kW),
2019/6/26,0:00,252,
2019/6/26,1:00,253,
2019/6/26,2:00,267,
2019/6/26,3:00,280,
2019/6/26,4:00,275,
2019/6/26,5:00,271,
2019/6/26,6:00,272,
2019/6/26,7:00,275,
2019/6/26,8:00,305,
2019/6/26,9:00,324,
2019/6/26,10:00,330,
2019/6/26,11:00,333,
2019/6/26,12:00,315,
2019/6/26,13:00,334,
2019/6/26,14:00,336,
2019/6/26,15:00,339,
2019/6/26,16:00,349,
2019/6/26,17:00,347,
2019/6/26,18:00,334,
2019/6/26,19:00,336,
2019/6/26,20:00,323,
2019/6/26,21:00,303,
2019/6/26,22:00,283,
2019/6/26,23:00,274,
