DATE,TIME,当日実績(万kW),
2019/6/10,0:00,235,
2019/6/10,1:00,238,
2019/6/10,2:00,250,
2019/6/10,3:00,264,
2019/6/10,4:00,261,
2019/6/10,5:00,256,
2019/6/10,6:00,261,
2019/6/10,7:00,271,
2019/6/10,8:00,297,
2019/6/10,9:00,313,
2019/6/10,10:00,314,
2019/6/10,11:00,316,
2019/6/10,12:00,302,
2019/6/10,13:00,317,
2019/6/10,14:00,318,
2019/6/10,15:00,321,
2019/6/10,16:00,329,
2019/6/10,17:00,326,
2019/6/10,18:00,321,
2019/6/10,19:00,329,
2019/6/10,20:00,314,
2019/6/10,21:00,295,
2019/6/10,22:00,276,
2019/6/10,23:00,265,
