DATE,TIME,当日実績(万kW)
2020/11/11,0:00,327
2020/11/11,1:00,330
2020/11/11,2:00,348
2020/11/11,3:00,361
2020/11/11,4:00,371
2020/11/11,5:00,375
2020/11/11,6:00,373
2020/11/11,7:00,362
2020/11/11,8:00,374
2020/11/11,9:00,402
2020/11/11,10:00,387
2020/11/11,11:00,378
2020/11/11,12:00,349
2020/11/11,13:00,372
2020/11/11,14:00,379
2020/11/11,15:00,390
2020/11/11,16:00,422
2020/11/11,17:00,422
2020/11/11,18:00,411
2020/11/11,19:00,401
2020/11/11,20:00,386
2020/11/11,21:00,363
2020/11/11,22:00,342
2020/11/11,23:00,337
