DATE,TIME,当日実績(万kW),
2019/9/15,0:00,264,
2019/9/15,1:00,259,
2019/9/15,2:00,270,
2019/9/15,3:00,284,
2019/9/15,4:00,289,
2019/9/15,5:00,275,
2019/9/15,6:00,273,
2019/9/15,7:00,272,
2019/9/15,8:00,284,
2019/9/15,9:00,297,
2019/9/15,10:00,314,
2019/9/15,11:00,310,
2019/9/15,12:00,297,
2019/9/15,13:00,301,
2019/9/15,14:00,294,
2019/9/15,15:00,287,
2019/9/15,16:00,301,
2019/9/15,17:00,317,
2019/9/15,18:00,338,
2019/9/15,19:00,329,
2019/9/15,20:00,310,
2019/9/15,21:00,293,
2019/9/15,22:00,280,
2019/9/15,23:00,269,
