DATE,TIME,当日実績(万kW),
2019/7/29,0:00,269,
2019/7/29,1:00,266,
2019/7/29,2:00,273,
2019/7/29,3:00,287,
2019/7/29,4:00,290,
2019/7/29,5:00,282,
2019/7/29,6:00,290,
2019/7/29,7:00,316,
2019/7/29,8:00,365,
2019/7/29,9:00,401,
2019/7/29,10:00,411,
2019/7/29,11:00,424,
2019/7/29,12:00,400,
2019/7/29,13:00,413,
2019/7/29,14:00,398,
2019/7/29,15:00,414,
2019/7/29,16:00,419,
2019/7/29,17:00,412,
2019/7/29,18:00,403,
2019/7/29,19:00,406,
2019/7/29,20:00,383,
2019/7/29,21:00,357,
2019/7/29,22:00,334,
2019/7/29,23:00,318,
