DATE,TIME,当日実績(万kW),
2019/8/14,0:00,256,
2019/8/14,1:00,251,
2019/8/14,2:00,260,
2019/8/14,3:00,275,
2019/8/14,4:00,275,
2019/8/14,5:00,265,
2019/8/14,6:00,267,
2019/8/14,7:00,279,
2019/8/14,8:00,301,
2019/8/14,9:00,317,
2019/8/14,10:00,317,
2019/8/14,11:00,318,
2019/8/14,12:00,306,
2019/8/14,13:00,308,
2019/8/14,14:00,301,
2019/8/14,15:00,302,
2019/8/14,16:00,311,
2019/8/14,17:00,315,
2019/8/14,18:00,322,
2019/8/14,19:00,329,
2019/8/14,20:00,310,
2019/8/14,21:00,292,
2019/8/14,22:00,275,
2019/8/14,23:00,267,
