DATE,TIME,当日実績(万kW),
2019/9/11,0:00,267,
2019/9/11,1:00,264,
2019/9/11,2:00,274,
2019/9/11,3:00,289,
2019/9/11,4:00,294,
2019/9/11,5:00,281,
2019/9/11,6:00,285,
2019/9/11,7:00,306,
2019/9/11,8:00,338,
2019/9/11,9:00,367,
2019/9/11,10:00,372,
2019/9/11,11:00,377,
2019/9/11,12:00,356,
2019/9/11,13:00,372,
2019/9/11,14:00,369,
2019/9/11,15:00,366,
2019/9/11,16:00,370,
2019/9/11,17:00,367,
2019/9/11,18:00,365,
2019/9/11,19:00,349,
2019/9/11,20:00,328,
2019/9/11,21:00,306,
2019/9/11,22:00,290,
2019/9/11,23:00,277,
