DATE,TIME,当日実績(万kW),
2019/4/28,0:00,298,
2019/4/28,1:00,309,
2019/4/28,2:00,318,
2019/4/28,3:00,325,
2019/4/28,4:00,324,
2019/4/28,5:00,306,
2019/4/28,6:00,285,
2019/4/28,7:00,257,
2019/4/28,8:00,255,
2019/4/28,9:00,263,
2019/4/28,10:00,265,
2019/4/28,11:00,267,
2019/4/28,12:00,260,
2019/4/28,13:00,253,
2019/4/28,14:00,246,
2019/4/28,15:00,256,
2019/4/28,16:00,274,
2019/4/28,17:00,285,
2019/4/28,18:00,306,
2019/4/28,19:00,318,
2019/4/28,20:00,305,
2019/4/28,21:00,287,
2019/4/28,22:00,272,
2019/4/28,23:00,273,
