DATE,TIME,当日実績(万kW),
2019/6/25,0:00,252,
2019/6/25,1:00,251,
2019/6/25,2:00,263,
2019/6/25,3:00,273,
2019/6/25,4:00,270,
2019/6/25,5:00,266,
2019/6/25,6:00,267,
2019/6/25,7:00,268,
2019/6/25,8:00,291,
2019/6/25,9:00,311,
2019/6/25,10:00,319,
2019/6/25,11:00,326,
2019/6/25,12:00,320,
2019/6/25,13:00,329,
2019/6/25,14:00,333,
2019/6/25,15:00,338,
2019/6/25,16:00,350,
2019/6/25,17:00,341,
2019/6/25,18:00,329,
2019/6/25,19:00,332,
2019/6/25,20:00,318,
2019/6/25,21:00,299,
2019/6/25,22:00,274,
2019/6/25,23:00,266,
