DATE,TIME,当日実績(万kW),
2019/8/17,0:00,275,
2019/8/17,1:00,270,
2019/8/17,2:00,275,
2019/8/17,3:00,287,
2019/8/17,4:00,287,
2019/8/17,5:00,280,
2019/8/17,6:00,282,
2019/8/17,7:00,294,
2019/8/17,8:00,327,
2019/8/17,9:00,339,
2019/8/17,10:00,334,
2019/8/17,11:00,339,
2019/8/17,12:00,338,
2019/8/17,13:00,352,
2019/8/17,14:00,347,
2019/8/17,15:00,350,
2019/8/17,16:00,361,
2019/8/17,17:00,357,
2019/8/17,18:00,352,
2019/8/17,19:00,356,
2019/8/17,20:00,337,
2019/8/17,21:00,311,
2019/8/17,22:00,292,
2019/8/17,23:00,280,
