DATE,TIME,当日実績(万kW)
2019/10/21,0:00,256
2019/10/21,1:00,258
2019/10/21,2:00,273
2019/10/21,3:00,289
2019/10/21,4:00,296
2019/10/21,5:00,297
2019/10/21,6:00,295
2019/10/21,7:00,286
2019/10/21,8:00,295
2019/10/21,9:00,306
2019/10/21,10:00,305
2019/10/21,11:00,306
2019/10/21,12:00,286
2019/10/21,13:00,302
2019/10/21,14:00,310
2019/10/21,15:00,326
2019/10/21,16:00,347
2019/10/21,17:00,362
2019/10/21,18:00,351
2019/10/21,19:00,339
2019/10/21,20:00,320
2019/10/21,21:00,301
2019/10/21,22:00,285
2019/10/21,23:00,277
