DATE,TIME,当日実績(万kW),
2019/6/13,0:00,260,
2019/6/13,1:00,260,
2019/6/13,2:00,275,
2019/6/13,3:00,289,
2019/6/13,4:00,286,
2019/6/13,5:00,275,
2019/6/13,6:00,276,
2019/6/13,7:00,285,
2019/6/13,8:00,319,
2019/6/13,9:00,344,
2019/6/13,10:00,346,
2019/6/13,11:00,342,
2019/6/13,12:00,313,
2019/6/13,13:00,331,
2019/6/13,14:00,326,
2019/6/13,15:00,331,
2019/6/13,16:00,339,
2019/6/13,17:00,332,
2019/6/13,18:00,331,
2019/6/13,19:00,333,
2019/6/13,20:00,315,
2019/6/13,21:00,295,
2019/6/13,22:00,279,
2019/6/13,23:00,266,
