DATE,TIME,当日実績(万kW),
2019/6/14,0:00,256,
2019/6/14,1:00,260,
2019/6/14,2:00,272,
2019/6/14,3:00,279,
2019/6/14,4:00,280,
2019/6/14,5:00,274,
2019/6/14,6:00,274,
2019/6/14,7:00,274,
2019/6/14,8:00,298,
2019/6/14,9:00,318,
2019/6/14,10:00,325,
2019/6/14,11:00,328,
2019/6/14,12:00,313,
2019/6/14,13:00,324,
2019/6/14,14:00,331,
2019/6/14,15:00,340,
2019/6/14,16:00,346,
2019/6/14,17:00,337,
2019/6/14,18:00,330,
2019/6/14,19:00,336,
2019/6/14,20:00,321,
2019/6/14,21:00,297,
2019/6/14,22:00,281,
2019/6/14,23:00,279,
