DATE,TIME,当日実績(万kW)
2020/12/25,0:00,393
2020/12/25,1:00,405
2020/12/25,2:00,417
2020/12/25,3:00,431
2020/12/25,4:00,437
2020/12/25,5:00,434
2020/12/25,6:00,437
2020/12/25,7:00,430
2020/12/25,8:00,448
2020/12/25,9:00,460
2020/12/25,10:00,452
2020/12/25,11:00,436
2020/12/25,12:00,421
2020/12/25,13:00,447
2020/12/25,14:00,449
2020/12/25,15:00,458
2020/12/25,16:00,465
2020/12/25,17:00,461
2020/12/25,18:00,452
2020/12/25,19:00,439
2020/12/25,20:00,427
2020/12/25,21:00,418
2020/12/25,22:00,403
2020/12/25,23:00,416
