DATE,TIME,当日実績(万kW)
2022/11/23,0:00,320
2022/11/23,1:00,329
2022/11/23,2:00,339
2022/11/23,3:00,353
2022/11/23,4:00,364
2022/11/23,5:00,363
2022/11/23,6:00,354
2022/11/23,7:00,334
2022/11/23,8:00,332
2022/11/23,9:00,333
2022/11/23,10:00,324
2022/11/23,11:00,315
2022/11/23,12:00,311
2022/11/23,13:00,320
2022/11/23,14:00,329
2022/11/23,15:00,343
2022/11/23,16:00,374
2022/11/23,17:00,381
2022/11/23,18:00,378
2022/11/23,19:00,371
2022/11/23,20:00,357
2022/11/23,21:00,341
2022/11/23,22:00,326
2022/11/23,23:00,332
