DATE,TIME,当日実績(万kW),
2019/4/24,0:00,294,
2019/4/24,1:00,301,
2019/4/24,2:00,313,
2019/4/24,3:00,322,
2019/4/24,4:00,325,
2019/4/24,5:00,316,
2019/4/24,6:00,318,
2019/4/24,7:00,302,
2019/4/24,8:00,316,
2019/4/24,9:00,327,
2019/4/24,10:00,322,
2019/4/24,11:00,326,
2019/4/24,12:00,309,
2019/4/24,13:00,333,
2019/4/24,14:00,327,
2019/4/24,15:00,325,
2019/4/24,16:00,334,
2019/4/24,17:00,336,
2019/4/24,18:00,349,
2019/4/24,19:00,345,
2019/4/24,20:00,327,
2019/4/24,21:00,312,
2019/4/24,22:00,296,
2019/4/24,23:00,299,
