DATE,TIME,当日実績(万kW),
2019/9/14,0:00,262,
2019/9/14,1:00,256,
2019/9/14,2:00,265,
2019/9/14,3:00,280,
2019/9/14,4:00,286,
2019/9/14,5:00,269,
2019/9/14,6:00,272,
2019/9/14,7:00,276,
2019/9/14,8:00,298,
2019/9/14,9:00,319,
2019/9/14,10:00,324,
2019/9/14,11:00,318,
2019/9/14,12:00,312,
2019/9/14,13:00,320,
2019/9/14,14:00,320,
2019/9/14,15:00,317,
2019/9/14,16:00,322,
2019/9/14,17:00,333,
2019/9/14,18:00,345,
2019/9/14,19:00,335,
2019/9/14,20:00,321,
2019/9/14,21:00,303,
2019/9/14,22:00,288,
2019/9/14,23:00,279,
