DATE,TIME,当日実績(万kW),
2019/6/22,0:00,266,
2019/6/22,1:00,265,
2019/6/22,2:00,274,
2019/6/22,3:00,288,
2019/6/22,4:00,285,
2019/6/22,5:00,277,
2019/6/22,6:00,272,
2019/6/22,7:00,284,
2019/6/22,8:00,307,
2019/6/22,9:00,327,
2019/6/22,10:00,331,
2019/6/22,11:00,331,
2019/6/22,12:00,320,
2019/6/22,13:00,323,
2019/6/22,14:00,318,
2019/6/22,15:00,314,
2019/6/22,16:00,318,
2019/6/22,17:00,316,
2019/6/22,18:00,314,
2019/6/22,19:00,316,
2019/6/22,20:00,304,
2019/6/22,21:00,288,
2019/6/22,22:00,271,
2019/6/22,23:00,266,
