DATE,TIME,当日実績(万kW),
2019/7/13,0:00,264,
2019/7/13,1:00,261,
2019/7/13,2:00,272,
2019/7/13,3:00,288,
2019/7/13,4:00,285,
2019/7/13,5:00,275,
2019/7/13,6:00,274,
2019/7/13,7:00,288,
2019/7/13,8:00,307,
2019/7/13,9:00,321,
2019/7/13,10:00,321,
2019/7/13,11:00,313,
2019/7/13,12:00,296,
2019/7/13,13:00,308,
2019/7/13,14:00,304,
2019/7/13,15:00,305,
2019/7/13,16:00,309,
2019/7/13,17:00,312,
2019/7/13,18:00,313,
2019/7/13,19:00,319,
2019/7/13,20:00,306,
2019/7/13,21:00,293,
2019/7/13,22:00,275,
2019/7/13,23:00,269,
