DATE,TIME,当日実績(万kW),
2019/8/18,0:00,266,
2019/8/18,1:00,258,
2019/8/18,2:00,266,
2019/8/18,3:00,280,
2019/8/18,4:00,279,
2019/8/18,5:00,266,
2019/8/18,6:00,263,
2019/8/18,7:00,268,
2019/8/18,8:00,281,
2019/8/18,9:00,298,
2019/8/18,10:00,304,
2019/8/18,11:00,311,
2019/8/18,12:00,306,
2019/8/18,13:00,304,
2019/8/18,14:00,305,
2019/8/18,15:00,305,
2019/8/18,16:00,315,
2019/8/18,17:00,326,
2019/8/18,18:00,334,
2019/8/18,19:00,340,
2019/8/18,20:00,322,
2019/8/18,21:00,304,
2019/8/18,22:00,286,
2019/8/18,23:00,273,
