DATE,TIME,当日実績(万kW),
2019/9/21,0:00,267,
2019/9/21,1:00,266,
2019/9/21,2:00,276,
2019/9/21,3:00,294,
2019/9/21,4:00,296,
2019/9/21,5:00,284,
2019/9/21,6:00,276,
2019/9/21,7:00,279,
2019/9/21,8:00,285,
2019/9/21,9:00,291,
2019/9/21,10:00,296,
2019/9/21,11:00,301,
2019/9/21,12:00,287,
2019/9/21,13:00,299,
2019/9/21,14:00,307,
2019/9/21,15:00,308,
2019/9/21,16:00,319,
2019/9/21,17:00,334,
2019/9/21,18:00,346,
2019/9/21,19:00,335,
2019/9/21,20:00,317,
2019/9/21,21:00,297,
2019/9/21,22:00,284,
2019/9/21,23:00,276,
