DATE,TIME,当日実績(万kW),
2019/8/24,0:00,268,
2019/8/24,1:00,266,
2019/8/24,2:00,276,
2019/8/24,3:00,291,
2019/8/24,4:00,292,
2019/8/24,5:00,283,
2019/8/24,6:00,280,
2019/8/24,7:00,289,
2019/8/24,8:00,310,
2019/8/24,9:00,333,
2019/8/24,10:00,333,
2019/8/24,11:00,337,
2019/8/24,12:00,314,
2019/8/24,13:00,330,
2019/8/24,14:00,327,
2019/8/24,15:00,319,
2019/8/24,16:00,324,
2019/8/24,17:00,324,
2019/8/24,18:00,338,
2019/8/24,19:00,338,
2019/8/24,20:00,323,
2019/8/24,21:00,303,
2019/8/24,22:00,291,
2019/8/24,23:00,280,
