DATE,TIME,当日実績(万kW),
2019/5/22,0:00,271,
2019/5/22,1:00,277,
2019/5/22,2:00,289,
2019/5/22,3:00,295,
2019/5/22,4:00,287,
2019/5/22,5:00,279,
2019/5/22,6:00,276,
2019/5/22,7:00,272,
2019/5/22,8:00,294,
2019/5/22,9:00,308,
2019/5/22,10:00,318,
2019/5/22,11:00,323,
2019/5/22,12:00,305,
2019/5/22,13:00,320,
2019/5/22,14:00,320,
2019/5/22,15:00,318,
2019/5/22,16:00,328,
2019/5/22,17:00,324,
2019/5/22,18:00,324,
2019/5/22,19:00,333,
2019/5/22,20:00,316,
2019/5/22,21:00,298,
2019/5/22,22:00,286,
2019/5/22,23:00,278,
