DATE,TIME,当日実績(万kW)
2020/11/13,0:00,324
2020/11/13,1:00,328
2020/11/13,2:00,346
2020/11/13,3:00,358
2020/11/13,4:00,366
2020/11/13,5:00,368
2020/11/13,6:00,365
2020/11/13,7:00,360
2020/11/13,8:00,381
2020/11/13,9:00,403
2020/11/13,10:00,391
2020/11/13,11:00,395
2020/11/13,12:00,380
2020/11/13,13:00,386
2020/11/13,14:00,389
2020/11/13,15:00,393
2020/11/13,16:00,407
2020/11/13,17:00,403
2020/11/13,18:00,389
2020/11/13,19:00,375
2020/11/13,20:00,357
2020/11/13,21:00,342
2020/11/13,22:00,324
2020/11/13,23:00,321
