DATE,TIME,当日実績(万kW),
2019/9/20,0:00,254,
2019/9/20,1:00,253,
2019/9/20,2:00,265,
2019/9/20,3:00,282,
2019/9/20,4:00,292,
2019/9/20,5:00,283,
2019/9/20,6:00,279,
2019/9/20,7:00,277,
2019/9/20,8:00,297,
2019/9/20,9:00,325,
2019/9/20,10:00,333,
2019/9/20,11:00,341,
2019/9/20,12:00,313,
2019/9/20,13:00,323,
2019/9/20,14:00,321,
2019/9/20,15:00,318,
2019/9/20,16:00,336,
2019/9/20,17:00,346,
2019/9/20,18:00,354,
2019/9/20,19:00,341,
2019/9/20,20:00,321,
2019/9/20,21:00,306,
2019/9/20,22:00,291,
2019/9/20,23:00,280,
