DATE,TIME,当日実績(万kW)
2020/10/14,0:00,256
2020/10/14,1:00,254
2020/10/14,2:00,269
2020/10/14,3:00,285
2020/10/14,4:00,291
2020/10/14,5:00,285
2020/10/14,6:00,283
2020/10/14,7:00,282
2020/10/14,8:00,311
2020/10/14,9:00,330
2020/10/14,10:00,348
2020/10/14,11:00,352
2020/10/14,12:00,336
2020/10/14,13:00,346
2020/10/14,14:00,343
2020/10/14,15:00,341
2020/10/14,16:00,351
2020/10/14,17:00,367
2020/10/14,18:00,358
2020/10/14,19:00,344
2020/10/14,20:00,325
2020/10/14,21:00,304
2020/10/14,22:00,283
2020/10/14,23:00,272
