DATE,TIME,当日実績(万kW),
2019/7/24,0:00,261,
2019/7/24,1:00,259,
2019/7/24,2:00,270,
2019/7/24,3:00,284,
2019/7/24,4:00,285,
2019/7/24,5:00,277,
2019/7/24,6:00,282,
2019/7/24,7:00,288,
2019/7/24,8:00,332,
2019/7/24,9:00,356,
2019/7/24,10:00,366,
2019/7/24,11:00,370,
2019/7/24,12:00,357,
2019/7/24,13:00,370,
2019/7/24,14:00,373,
2019/7/24,15:00,373,
2019/7/24,16:00,370,
2019/7/24,17:00,366,
2019/7/24,18:00,359,
2019/7/24,19:00,365,
2019/7/24,20:00,343,
2019/7/24,21:00,319,
2019/7/24,22:00,298,
2019/7/24,23:00,287,
