DATE,TIME,当日実績(万kW),
2019/4/29,0:00,268,
2019/4/29,1:00,278,
2019/4/29,2:00,290,
2019/4/29,3:00,299,
2019/4/29,4:00,297,
2019/4/29,5:00,287,
2019/4/29,6:00,273,
2019/4/29,7:00,258,
2019/4/29,8:00,259,
2019/4/29,9:00,270,
2019/4/29,10:00,273,
2019/4/29,11:00,279,
2019/4/29,12:00,267,
2019/4/29,13:00,271,
2019/4/29,14:00,262,
2019/4/29,15:00,268,
2019/4/29,16:00,278,
2019/4/29,17:00,287,
2019/4/29,18:00,303,
2019/4/29,19:00,316,
2019/4/29,20:00,300,
2019/4/29,21:00,287,
2019/4/29,22:00,268,
2019/4/29,23:00,269,
