DATE,TIME,当日実績(万kW)
2022/12/28,0:00,372
2022/12/28,1:00,381
2022/12/28,2:00,393
2022/12/28,3:00,404
2022/12/28,4:00,414
2022/12/28,5:00,414
2022/12/28,6:00,417
2022/12/28,7:00,410
2022/12/28,8:00,419
2022/12/28,9:00,404
2022/12/28,10:00,386
2022/12/28,11:00,381
2022/12/28,12:00,374
2022/12/28,13:00,386
2022/12/28,14:00,398
2022/12/28,15:00,409
2022/12/28,16:00,425
2022/12/28,17:00,436
2022/12/28,18:00,434
2022/12/28,19:00,422
2022/12/28,20:00,405
2022/12/28,21:00,396
2022/12/28,22:00,375
2022/12/28,23:00,386
