DATE,TIME,当日実績(万kW),
2019/7/19,0:00,267,
2019/7/19,1:00,264,
2019/7/19,2:00,278,
2019/7/19,3:00,289,
2019/7/19,4:00,288,
2019/7/19,5:00,285,
2019/7/19,6:00,294,
2019/7/19,7:00,311,
2019/7/19,8:00,344,
2019/7/19,9:00,374,
2019/7/19,10:00,386,
2019/7/19,11:00,387,
2019/7/19,12:00,361,
2019/7/19,13:00,375,
2019/7/19,14:00,370,
2019/7/19,15:00,362,
2019/7/19,16:00,365,
2019/7/19,17:00,353,
2019/7/19,18:00,350,
2019/7/19,19:00,352,
2019/7/19,20:00,332,
2019/7/19,21:00,311,
2019/7/19,22:00,299,
2019/7/19,23:00,287,
