DATE,TIME,当日実績(万kW)
2021/10/18,0:00,269
2021/10/18,1:00,270
2021/10/18,2:00,286
2021/10/18,3:00,302
2021/10/18,4:00,313
2021/10/18,5:00,313
2021/10/18,6:00,305
2021/10/18,7:00,305
2021/10/18,8:00,317
2021/10/18,9:00,340
2021/10/18,10:00,348
2021/10/18,11:00,345
2021/10/18,12:00,340
2021/10/18,13:00,347
2021/10/18,14:00,344
2021/10/18,15:00,348
2021/10/18,16:00,367
2021/10/18,17:00,380
2021/10/18,18:00,371
2021/10/18,19:00,356
2021/10/18,20:00,338
2021/10/18,21:00,317
2021/10/18,22:00,296
2021/10/18,23:00,291
