DATE,TIME,当日実績(万kW),
2019/5/13,0:00,270,
2019/5/13,1:00,280,
2019/5/13,2:00,294,
2019/5/13,3:00,303,
2019/5/13,4:00,297,
2019/5/13,5:00,291,
2019/5/13,6:00,286,
2019/5/13,7:00,276,
2019/5/13,8:00,289,
2019/5/13,9:00,306,
2019/5/13,10:00,311,
2019/5/13,11:00,314,
2019/5/13,12:00,294,
2019/5/13,13:00,305,
2019/5/13,14:00,304,
2019/5/13,15:00,307,
2019/5/13,16:00,326,
2019/5/13,17:00,327,
2019/5/13,18:00,327,
2019/5/13,19:00,338,
2019/5/13,20:00,320,
2019/5/13,21:00,303,
2019/5/13,22:00,287,
2019/5/13,23:00,282,
