DATE,TIME,当日実績(万kW),
2019/5/17,0:00,271,
2019/5/17,1:00,279,
2019/5/17,2:00,288,
2019/5/17,3:00,297,
2019/5/17,4:00,291,
2019/5/17,5:00,282,
2019/5/17,6:00,289,
2019/5/17,7:00,293,
2019/5/17,8:00,317,
2019/5/17,9:00,332,
2019/5/17,10:00,324,
2019/5/17,11:00,326,
2019/5/17,12:00,307,
2019/5/17,13:00,323,
2019/5/17,14:00,320,
2019/5/17,15:00,324,
2019/5/17,16:00,337,
2019/5/17,17:00,332,
2019/5/17,18:00,328,
2019/5/17,19:00,338,
2019/5/17,20:00,318,
2019/5/17,21:00,302,
2019/5/17,22:00,287,
2019/5/17,23:00,282,
