DATE,TIME,当日実績(万kW),
2019/7/26,0:00,286,
2019/7/26,1:00,278,
2019/7/26,2:00,289,
2019/7/26,3:00,302,
2019/7/26,4:00,302,
2019/7/26,5:00,293,
2019/7/26,6:00,300,
2019/7/26,7:00,310,
2019/7/26,8:00,352,
2019/7/26,9:00,381,
2019/7/26,10:00,390,
2019/7/26,11:00,391,
2019/7/26,12:00,370,
2019/7/26,13:00,383,
2019/7/26,14:00,383,
2019/7/26,15:00,377,
2019/7/26,16:00,382,
2019/7/26,17:00,375,
2019/7/26,18:00,367,
2019/7/26,19:00,367,
2019/7/26,20:00,344,
2019/7/26,21:00,326,
2019/7/26,22:00,310,
2019/7/26,23:00,300,
