DATE,TIME,当日実績(万kW),
2019/5/27,0:00,243,
2019/5/27,1:00,245,
2019/5/27,2:00,260,
2019/5/27,3:00,268,
2019/5/27,4:00,266,
2019/5/27,5:00,261,
2019/5/27,6:00,258,
2019/5/27,7:00,268,
2019/5/27,8:00,302,
2019/5/27,9:00,326,
2019/5/27,10:00,337,
2019/5/27,11:00,346,
2019/5/27,12:00,329,
2019/5/27,13:00,349,
2019/5/27,14:00,354,
2019/5/27,15:00,353,
2019/5/27,16:00,365,
2019/5/27,17:00,357,
2019/5/27,18:00,342,
2019/5/27,19:00,346,
2019/5/27,20:00,325,
2019/5/27,21:00,306,
2019/5/27,22:00,282,
2019/5/27,23:00,272,
