DATE,TIME,当日実績(万kW),
2019/7/20,0:00,272,
2019/7/20,1:00,269,
2019/7/20,2:00,277,
2019/7/20,3:00,292,
2019/7/20,4:00,293,
2019/7/20,5:00,281,
2019/7/20,6:00,283,
2019/7/20,7:00,292,
2019/7/20,8:00,316,
2019/7/20,9:00,328,
2019/7/20,10:00,335,
2019/7/20,11:00,347,
2019/7/20,12:00,330,
2019/7/20,13:00,333,
2019/7/20,14:00,332,
2019/7/20,15:00,338,
2019/7/20,16:00,344,
2019/7/20,17:00,335,
2019/7/20,18:00,333,
2019/7/20,19:00,342,
2019/7/20,20:00,327,
2019/7/20,21:00,307,
2019/7/20,22:00,292,
2019/7/20,23:00,283,
